workoutId,name,coach,type,zonas,duration,date,Sync,Feedback,completed
Juan74,Circuito de entrenamiento,Miriam,Fuerza,Full Body,60,12/31/2020,https://airtable.com/tblnhWsiv31HIswwM/reckDXbzboeeZoRnC?blocks=bliHMlxTWf3Xp3Uj6,5,checked
Juan75,Empezando el año a tope,Miriam,Running,Full Body,60,1/1/2021,https://airtable.com/tblnhWsiv31HIswwM/recD70MnWnrIze0d0?blocks=bliHMlxTWf3Xp3Uj6,5,checked
Juan76,Core + inferior,Miriam,Fuerza,Piernas,60,12/2/2020,https://airtable.com/tblnhWsiv31HIswwM/recTAUdcIZzSwfX0b?blocks=bliHMlxTWf3Xp3Uj6,3,checked
Nona81,¡2 meses más fuerte!,Miriam,Fuerza Resistencia,Full Body,45,12/28/2020,https://airtable.com/tblnhWsiv31HIswwM/recm71R7fG86rVVlX?blocks=bliHMlxTWf3Xp3Uj6,,
Nona82,Full body,Miriam,Fuerza,Full Body,60,12/30/2020,https://airtable.com/tblnhWsiv31HIswwM/recsAIUpzouupL27s?blocks=bliHMlxTWf3Xp3Uj6,7,checked
Nona83,Core intenso,Miriam,Fuerza,Core,60,1/2/2021,https://airtable.com/tblnhWsiv31HIswwM/recki8FN1ZijDaiCX?blocks=bliHMlxTWf3Xp3Uj6,,
Nona84,circuit training,Miriam,Comodín,Full Body,60,1/3/2021,https://airtable.com/tblnhWsiv31HIswwM/recxNv0F4Qr9UFXDH?blocks=bliHMlxTWf3Xp3Uj6,,
Carmen21,Activa todo tu cuerpo,Miriam,Fuerza,Full Body,60,1/4/2021,https://airtable.com/tblnhWsiv31HIswwM/recjHyn2Xc1e9eYLD?blocks=bliHMlxTWf3Xp3Uj6,,
Carmen22,Full body,Miriam,Fuerza,Full Body,60,1/6/2021,https://airtable.com/tblnhWsiv31HIswwM/recBRxswdVtoKdk42?blocks=bliHMlxTWf3Xp3Uj6,,
Carmen23,Circuito,Miriam,Fuerza,Full Body,60,1/8/2021,https://airtable.com/tblnhWsiv31HIswwM/recYSyG3DJhajJSmf?blocks=bliHMlxTWf3Xp3Uj6,,
Borja151,Fuerza,Oscar,Fuerza,Full Body,60,1/8/2021,https://airtable.com/tblnhWsiv31HIswwM/recl4SkSgdzTH3vtK?blocks=bliHMlxTWf3Xp3Uj6,,
Borja152,Carrera,Oscar,Running,Full Body,60,1/10/2021,https://airtable.com/tblnhWsiv31HIswwM/recj5Gdx294eCh2GN?blocks=bliHMlxTWf3Xp3Uj6,,
Angel151,Pecho,Oscar,Fuerza,Full Body,90,1/4/2021,https://airtable.com/tblnhWsiv31HIswwM/recTGNe7Wo19vLZIo?blocks=bliHMlxTWf3Xp3Uj6,,
Angel152,Espalda,Oscar,Fuerza,Full Body,90,1/5/2021,https://airtable.com/tblnhWsiv31HIswwM/recKJJXbin3JmPBQY?blocks=bliHMlxTWf3Xp3Uj6,,
Angel153,Pierna,Oscar,Fuerza,Full Body,90,1/7/2021,https://airtable.com/tblnhWsiv31HIswwM/recS0F8396NDIyPRi?blocks=bliHMlxTWf3Xp3Uj6,,
Angel154,Pecho,Oscar,Fuerza,Full Body,90,1/8/2021,https://airtable.com/tblnhWsiv31HIswwM/recPrZFAEiEBYLRG9?blocks=bliHMlxTWf3Xp3Uj6,5,checked
Angel155,Repaso,Oscar,Fuerza,Full Body,90,1/9/2021,https://airtable.com/tblnhWsiv31HIswwM/rec9PJjHdsmwzyMVB?blocks=bliHMlxTWf3Xp3Uj6,7,checked
Santiago81,Compensatorio Fuerza1,Oscar,Fuerza,Full Body,60,1/4/2021,https://airtable.com/tblnhWsiv31HIswwM/recmk5NwZzDy1NvWr?blocks=bliHMlxTWf3Xp3Uj6,,
Santiago82,Compensatorio Fuerza2,Oscar,Fuerza,Full Body,60,1/6/2021,https://airtable.com/tblnhWsiv31HIswwM/recUbA2YnQVfUacsz?blocks=bliHMlxTWf3Xp3Uj6,,
Santiago83,Carrera *,Oscar,Running,Full Body,60,1/8/2021,https://airtable.com/tblnhWsiv31HIswwM/recADPSwFbAjDqLQJ?blocks=bliHMlxTWf3Xp3Uj6,,
Andres111,Lakers,Ken,Running,Full Body,60,1/4/2021,https://airtable.com/tblnhWsiv31HIswwM/recKOYfkO4C7pbfoq?blocks=bliHMlxTWf3Xp3Uj6,5,checked
Andres112,Clippers,Ken,Circuit Training,Full Body,45,1/5/2021,https://airtable.com/tblnhWsiv31HIswwM/recWpby849eUBp3fj?blocks=bliHMlxTWf3Xp3Uj6,,
Andres113,Bucks,Ken,Running,Full Body,45,1/7/2021,https://airtable.com/tblnhWsiv31HIswwM/rec6dUHf4GUdZxGRQ?blocks=bliHMlxTWf3Xp3Uj6,6,checked
Andres114,Nets,Ken,Fuerza,Full Body,30,1/8/2021,https://airtable.com/tblnhWsiv31HIswwM/recdFChshKaxdyJe7?blocks=bliHMlxTWf3Xp3Uj6,,
Juan81,TRX ,Miriam,Fuerza,"Core,Brazos",60,1/4/2021,https://airtable.com/tblnhWsiv31HIswwM/recSHcnaRCm2J4EV5?blocks=bliHMlxTWf3Xp3Uj6,,
Juan82,Carrera continua,Miriam,Running,Full Body,60,1/5/2021,https://airtable.com/tblnhWsiv31HIswwM/reczatWF1cRmAgUQI?blocks=bliHMlxTWf3Xp3Uj6,,
Juan83,Circuito,Miriam,Fuerza,Piernas,60,1/6/2021,https://airtable.com/tblnhWsiv31HIswwM/recafoOQvJYZ9LzCs?blocks=bliHMlxTWf3Xp3Uj6,,
Juan84,Series,Miriam,Running,Full Body,60,1/7/2021,https://airtable.com/tblnhWsiv31HIswwM/recXxs82A53wqmVVP?blocks=bliHMlxTWf3Xp3Uj6,,
Juan85,Abs,Miriam,Fuerza,"Brazos,Espalda",60,1/8/2021,https://airtable.com/tblnhWsiv31HIswwM/recfVtjAIBSTvaVZ8?blocks=bliHMlxTWf3Xp3Uj6,,
Juan86,Correr,Miriam,Running,Full Body,60,1/9/2021,https://airtable.com/tblnhWsiv31HIswwM/recsYOsRtstoejfGl?blocks=bliHMlxTWf3Xp3Uj6,,
Nona91,Brazos tonificados,Miriam,Fuerza,"Brazos,Core",60,1/4/2021,https://airtable.com/tblnhWsiv31HIswwM/recJHPsjxpUDQkUhM?blocks=bliHMlxTWf3Xp3Uj6,5,checked
Nona92,Circuit ,Miriam,Circuit Training,Full Body,60,1/6/2021,https://airtable.com/tblnhWsiv31HIswwM/recSJL7rtbreUljA5?blocks=bliHMlxTWf3Xp3Uj6,5,checked
Nona93,Piernas tonificadas,Miriam,Fuerza,"Piernas,Core",60,1/8/2021,https://airtable.com/tblnhWsiv31HIswwM/reczcjqOr0k3jgBMG?blocks=bliHMlxTWf3Xp3Uj6,,
Nona94,Full Body ,Miriam,Comodín,Full Body,60,1/9/2021,https://airtable.com/tblnhWsiv31HIswwM/recIpxhdI4SXw3Pkc?blocks=bliHMlxTWf3Xp3Uj6,,
Magdalena91,Tonifica tu abdomen,Miriam,Fuerza,Core,60,1/4/2021,https://airtable.com/tblnhWsiv31HIswwM/recJYYgD7yH8ZUXvJ?blocks=bliHMlxTWf3Xp3Uj6,5,checked
Magdalena92,Full body,Miriam,Circuit Training,Full Body,60,1/6/2021,https://airtable.com/tblnhWsiv31HIswwM/recp1PVz1cCcAQFTC?blocks=bliHMlxTWf3Xp3Uj6,5,checked
Magdalena93,piernas fuertes ,Miriam,Fuerza,Piernas,60,1/8/2021,https://airtable.com/tblnhWsiv31HIswwM/recwldndiffZ4y5cq?blocks=bliHMlxTWf3Xp3Uj6,1,checked
Magdalena94,brazos fuertes,Miriam,Comodín,Brazos,60,1/9/2021,https://airtable.com/tblnhWsiv31HIswwM/recl8wvcXJAVE8rQU?blocks=bliHMlxTWf3Xp3Uj6,5,checked
Paulina21,Abs & legs ,Miriam,Fuerza,Core,60,1/4/2021,https://airtable.com/tblnhWsiv31HIswwM/recgQ7BnrcwiIoUMB?blocks=bliHMlxTWf3Xp3Uj6,,
Paulina22,Fuerza para todo el cuerpo,Miriam,Fuerza Resistencia,Full Body,45,1/6/2021,https://airtable.com/tblnhWsiv31HIswwM/recL1P4uEvZnvACSm?blocks=bliHMlxTWf3Xp3Uj6,,
Paulina23,Full body workout intenso,Miriam,Fuerza,Full Body,60,1/8/2021,https://airtable.com/tblnhWsiv31HIswwM/recBplN6LmJF9VsET?blocks=bliHMlxTWf3Xp3Uj6,,
Jose151,Movilidad y tono Espalda/Core,Oscar,Fuerza,Full Body,30,1/4/2021,https://airtable.com/tblnhWsiv31HIswwM/recSJRDLnKBQchsFV?blocks=bliHMlxTWf3Xp3Uj6,5,checked
Jose152,Fuerza,Oscar,Fuerza,Full Body,60,1/5/2021,https://airtable.com/tblnhWsiv31HIswwM/reccHh8y2O3uYHm3a?blocks=bliHMlxTWf3Xp3Uj6,1,checked
Jose153,Carrera bajo volumen,Oscar,Running,Full Body,60,1/7/2021,https://airtable.com/tblnhWsiv31HIswwM/recTmxjphJMPWKz66?blocks=bliHMlxTWf3Xp3Uj6,7,checked
Jose154,Movilidad y tono II,Oscar,Fuerza,Full Body,60,1/8/2021,https://airtable.com/tblnhWsiv31HIswwM/recRzz5B56fUcQVC6?blocks=bliHMlxTWf3Xp3Uj6,5,checked
Jose155,Fuerza resistencia,Oscar,Circuit Training,Full Body,60,1/9/2021,https://airtable.com/tblnhWsiv31HIswwM/recdeKs5kz4cGplMO?blocks=bliHMlxTWf3Xp3Uj6,5,checked
Pablo101,B,Ken,Fuerza,Full Body,90,1/7/2021,https://airtable.com/tblnhWsiv31HIswwM/recRbYMijPLvJOD4u?blocks=bliHMlxTWf3Xp3Uj6,5,checked
Pablo102,A,Ken,Fuerza,Full Body,90,1/9/2021,https://airtable.com/tblnhWsiv31HIswwM/recKyJvoPq7ZQJSEm?blocks=bliHMlxTWf3Xp3Uj6,5,checked
Juan91,TRX ,Miriam,Fuerza,Full Body,60,1/11/2021,https://airtable.com/tblnhWsiv31HIswwM/recmOCIq0WoKIacO9?blocks=bliHMlxTWf3Xp3Uj6,,
Juan92,Running ,Miriam,Running,Full Body,60,1/12/2021,https://airtable.com/tblnhWsiv31HIswwM/recBkYCRAZlOfrLuL?blocks=bliHMlxTWf3Xp3Uj6,,
Juan93,TRX Workout ,Miriam,Fuerza,"Core,Brazos",60,1/13/2021,https://airtable.com/tblnhWsiv31HIswwM/recz21bKwVpVFIoie?blocks=bliHMlxTWf3Xp3Uj6,,
Juan94,Circuito intenso,Miriam,Fuerza,Piernas,60,1/14/2021,https://airtable.com/tblnhWsiv31HIswwM/recIY3vlXLukoVrGH?blocks=bliHMlxTWf3Xp3Uj6,,
Juan95,Día de series ,Miriam,Running,Full Body,60,1/15/2021,https://airtable.com/tblnhWsiv31HIswwM/recLwhHVjpakIbmjz?blocks=bliHMlxTWf3Xp3Uj6,,
Juan96,Abs on fire ,Miriam,Fuerza,"Brazos,Espalda",60,1/16/2021,https://airtable.com/tblnhWsiv31HIswwM/recyuS7D3zzD1Ul2J?blocks=bliHMlxTWf3Xp3Uj6,,
Magdalena101,,Miriam,Fuerza,Full Body,60,1/11/2021,https://airtable.com/tblnhWsiv31HIswwM/recwF5U3H15G1JzVp?blocks=bliHMlxTWf3Xp3Uj6,6,checked
Magdalena102,,Miriam,Fuerza,Full Body,60,1/13/2021,https://airtable.com/tblnhWsiv31HIswwM/recbSWvEc561QfsBm?blocks=bliHMlxTWf3Xp3Uj6,5,checked
Magdalena103,,Miriam,Fuerza,Full Body,60,1/15/2021,https://airtable.com/tblnhWsiv31HIswwM/rec7GE54Juc9xvg6I?blocks=bliHMlxTWf3Xp3Uj6,6,checked
Magdalena104,Comodín pierna,Miriam,Fuerza,Full Body,60,1/16/2021,https://airtable.com/tblnhWsiv31HIswwM/rec4WRn1keWvoGGr8?blocks=bliHMlxTWf3Xp3Uj6,,
Nona101,,Miriam,Fuerza,Full Body,60,1/11/2021,https://airtable.com/tblnhWsiv31HIswwM/rectytrQ9A9Lobooz?blocks=bliHMlxTWf3Xp3Uj6,5,checked
Nona102,,Miriam,Fuerza,Full Body,60,1/13/2021,https://airtable.com/tblnhWsiv31HIswwM/recGgHHXky7m3ZjfU?blocks=bliHMlxTWf3Xp3Uj6,,
Nona103,,Miriam,Fuerza,Full Body,60,1/15/2021,https://airtable.com/tblnhWsiv31HIswwM/rec3MH9X0patVrCbp?blocks=bliHMlxTWf3Xp3Uj6,,
Nona104,Comodín pierna ,Miriam,Fuerza,Full Body,60,1/16/2021,https://airtable.com/tblnhWsiv31HIswwM/rectdEXWbcRNQNWp6?blocks=bliHMlxTWf3Xp3Uj6,,
Borja161,Fuerza,Oscar,Fuerza,Full Body,60,1/15/2021,https://airtable.com/tblnhWsiv31HIswwM/rechVGnKFP7BbxRlV?blocks=bliHMlxTWf3Xp3Uj6,,
Borja162,Carrera 50,Oscar,Running,Full Body,60,1/16/2021,https://airtable.com/tblnhWsiv31HIswwM/receLX8MKk9h63vtW?blocks=bliHMlxTWf3Xp3Uj6,,
Jose161,Fuerza,Oscar,Fuerza,Full Body,60,1/11/2021,https://airtable.com/tblnhWsiv31HIswwM/rec6XN6Y4rmJElbMU?blocks=bliHMlxTWf3Xp3Uj6,,
Jose162,Carrera,Oscar,Running,Full Body,60,1/12/2021,https://airtable.com/tblnhWsiv31HIswwM/recSDtpbsGtv6hXyt?blocks=bliHMlxTWf3Xp3Uj6,,
Jose163,Fuerza,Oscar,Fuerza,Full Body,60,1/13/2021,https://airtable.com/tblnhWsiv31HIswwM/recN2KyQ6hCtxGB4u?blocks=bliHMlxTWf3Xp3Uj6,,
Jose164,Carrera,Oscar,Running,Full Body,60,1/14/2021,https://airtable.com/tblnhWsiv31HIswwM/recdfLP1RuXvCLy2y?blocks=bliHMlxTWf3Xp3Uj6,,
Jose165,Circuito,Oscar,Circuit Training,Full Body,60,1/15/2021,https://airtable.com/tblnhWsiv31HIswwM/recWjz5n7f0PfoAeb?blocks=bliHMlxTWf3Xp3Uj6,,
Angel161,Pecho,Oscar,Fuerza,Full Body,90,1/11/2021,https://airtable.com/tblnhWsiv31HIswwM/recFZkeCF5DURD8iK?blocks=bliHMlxTWf3Xp3Uj6,,
Angel162,Espalda,Oscar,Fuerza,Full Body,90,1/12/2021,https://airtable.com/tblnhWsiv31HIswwM/recFS9BKF5mn6hTXL?blocks=bliHMlxTWf3Xp3Uj6,,
Angel163,Pierna,Oscar,Fuerza,Full Body,90,1/13/2021,https://airtable.com/tblnhWsiv31HIswwM/recKWy0PxpOjOUpDM?blocks=bliHMlxTWf3Xp3Uj6,,
Angel164,Pecho,Oscar,Fuerza,Full Body,90,1/14/2021,https://airtable.com/tblnhWsiv31HIswwM/recAVjM32aZpnF69y?blocks=bliHMlxTWf3Xp3Uj6,,
Angel165,Repaso,Oscar,Fuerza,Full Body,90,1/16/2021,https://airtable.com/tblnhWsiv31HIswwM/rechpTE1klNJtpTva?blocks=bliHMlxTWf3Xp3Uj6,,
Santiago91,Recuperación activa,Oscar,Fuerza,Full Body,30,1/11/2021,https://airtable.com/tblnhWsiv31HIswwM/recdiXdDht302VwP4?blocks=bliHMlxTWf3Xp3Uj6,,
Santiago92,Circuito medio,Oscar,Fuerza,Full Body,60,1/13/2021,https://airtable.com/tblnhWsiv31HIswwM/recUsmCVgL6BDCEZW?blocks=bliHMlxTWf3Xp3Uj6,,
Santiago93,Circuito,Oscar,Fuerza,Full Body,60,1/15/2021,https://airtable.com/tblnhWsiv31HIswwM/recNWB3OPT0w2RC4O?blocks=bliHMlxTWf3Xp3Uj6,,
Pablo111,B,Ken,Fuerza,Full Body,90,1/12/2021,https://airtable.com/tblnhWsiv31HIswwM/recCkipqgm0N2302x?blocks=bliHMlxTWf3Xp3Uj6,5,checked
Pablo112,A,Ken,Fuerza,Full Body,90,1/14/2021,https://airtable.com/tblnhWsiv31HIswwM/rechjqY4krDDFF5Hf?blocks=bliHMlxTWf3Xp3Uj6,5,checked
Pablo113,B,Ken,Fuerza,Full Body,90,1/16/2021,https://airtable.com/tblnhWsiv31HIswwM/recMvbpjeFQxkxwNg?blocks=bliHMlxTWf3Xp3Uj6,6,checked
Andres121,Lakers,Ken,Running,Full Body,60,1/11/2021,https://airtable.com/tblnhWsiv31HIswwM/recsxLkGAXhw3HRVk?blocks=bliHMlxTWf3Xp3Uj6,6,checked
Andres122,Clippers,Ken,Circuit Training,Full Body,45,1/12/2021,https://airtable.com/tblnhWsiv31HIswwM/recpxtPpteicj9JQa?blocks=bliHMlxTWf3Xp3Uj6,,
Andres123,Bucks,Ken,Running,Full Body,45,1/14/2021,https://airtable.com/tblnhWsiv31HIswwM/recNZeXvG1T40zAsI?blocks=bliHMlxTWf3Xp3Uj6,6,checked
Andes124,Nets,Ken,Fuerza,Full Body,30,1/15/2021,https://airtable.com/tblnhWsiv31HIswwM/rec5J68V4XuUWVhyR?blocks=bliHMlxTWf3Xp3Uj6,,
Andres125,Extra pass,Ken,Running,Full Body,60,1/17/2021,https://airtable.com/tblnhWsiv31HIswwM/recChny1oViIfUy0p?blocks=bliHMlxTWf3Xp3Uj6,,
Claudia11,Fuerza General,Oscar,Fuerza,Full Body,60,1/13/2021,https://airtable.com/tblnhWsiv31HIswwM/recFstCP29zHDINSR?blocks=bliHMlxTWf3Xp3Uj6,4,checked
Claudia12,Iniciación carrera,Oscar,Running,Full Body,60,1/14/2021,https://airtable.com/tblnhWsiv31HIswwM/reckrxErsp10FsyWF?blocks=bliHMlxTWf3Xp3Uj6,5,checked
Claudia13,Circuit training,Oscar,Fuerza Resistencia,Full Body,60,1/16/2021,https://airtable.com/tblnhWsiv31HIswwM/recsXGJptGdAAxxJ1?blocks=bliHMlxTWf3Xp3Uj6,6,checked
Borja171,Fuerza,Oscar,Fuerza,Full Body,60,1/22/2021,https://airtable.com/tblnhWsiv31HIswwM/recJ2GqUcabh6MFz5?blocks=bliHMlxTWf3Xp3Uj6,,
Borja172,Carrera 50,Oscar,Running,Full Body,60,1/24/2021,https://airtable.com/tblnhWsiv31HIswwM/receMC0l81yPom5dn?blocks=bliHMlxTWf3Xp3Uj6,,
Santiago101,Neve,Oscar,Fuerza,Full Body,60,1/18/2021,https://airtable.com/tblnhWsiv31HIswwM/recghV3h4ITKybXVK?blocks=bliHMlxTWf3Xp3Uj6,5,checked
Santiago102,Neu,Oscar,Fuerza,Full Body,60,1/20/2021,https://airtable.com/tblnhWsiv31HIswwM/recXQ90LsOmEFS2B0?blocks=bliHMlxTWf3Xp3Uj6,5,checked
Santiago103,Neige,Oscar,Running,Full Body,60,1/22/2021,https://airtable.com/tblnhWsiv31HIswwM/recdY67yG4QyFgE9O?blocks=bliHMlxTWf3Xp3Uj6,,
Itziar11,fuerza para el primer día,Miriam,Fuerza,Full Body,45,1/16/2021,https://airtable.com/tblnhWsiv31HIswwM/recnebE4aEE0K0thW?blocks=bliHMlxTWf3Xp3Uj6,5,checked
Itziar12,full body,Miriam,Comodín,Full Body,45,1/17/2021,https://airtable.com/tblnhWsiv31HIswwM/recxKMH2I4vPxmasR?blocks=bliHMlxTWf3Xp3Uj6,5,checked
Itziar21,abs + legs,Miriam,Fuerza,Full Body,45,1/19/2021,https://airtable.com/tblnhWsiv31HIswwM/recJjZplCqORZ5kSO?blocks=bliHMlxTWf3Xp3Uj6,,
Itziar22,Full body resistencia,Miriam,Fuerza Resistencia,Full Body,45,1/21/2021,https://airtable.com/tblnhWsiv31HIswwM/recTEn6SP2ifGBjCS?blocks=bliHMlxTWf3Xp3Uj6,5,checked
Itziar23,circuito de entrenamiento,Miriam,Fuerza,Full Body,45,1/23/2021,https://airtable.com/tblnhWsiv31HIswwM/recDk0Z6gyiEPellQ?blocks=bliHMlxTWf3Xp3Uj6,,
Juan101,TRX ,Miriam,Fuerza,Full Body,60,1/18/2021,https://airtable.com/tblnhWsiv31HIswwM/rec8gfhynoPoQncLF?blocks=bliHMlxTWf3Xp3Uj6,,
Juan102,Running ,Miriam,Running,Full Body,60,1/19/2021,https://airtable.com/tblnhWsiv31HIswwM/recWlH3CtnsyzjQBv?blocks=bliHMlxTWf3Xp3Uj6,,
Juan103,TRX Workout ,Miriam,Fuerza,"Core,Brazos",60,1/20/2021,https://airtable.com/tblnhWsiv31HIswwM/reczuIDZphxREo3dP?blocks=bliHMlxTWf3Xp3Uj6,,
Juan104,Circuito intenso,Miriam,Fuerza,Piernas,60,1/21/2021,https://airtable.com/tblnhWsiv31HIswwM/recoIBiDSCcy3cORe?blocks=bliHMlxTWf3Xp3Uj6,,
Juan105,Día de series ,Miriam,Running,Full Body,60,1/22/2021,https://airtable.com/tblnhWsiv31HIswwM/recCSvBFCq96v9JVn?blocks=bliHMlxTWf3Xp3Uj6,,
Juan106,Abs on fire ,Miriam,Fuerza,"Brazos,Espalda",60,1/23/2021,https://airtable.com/tblnhWsiv31HIswwM/rec1eKqF6NYPW3jTB?blocks=bliHMlxTWf3Xp3Uj6,,
Nona111,Full body ,Miriam,Fuerza,Full Body,60,1/18/2021,https://airtable.com/tblnhWsiv31HIswwM/rec8xjWXjgdavdeiW?blocks=bliHMlxTWf3Xp3Uj6,,
Nona112,Circuit training ,Miriam,Fuerza,Full Body,60,1/20/2021,https://airtable.com/tblnhWsiv31HIswwM/recyYlHVOHNvcS2z1?blocks=bliHMlxTWf3Xp3Uj6,,
Nona113,Reto abdomen,Miriam,Fuerza,Full Body,60,1/22/2021,https://airtable.com/tblnhWsiv31HIswwM/recS86jM9ZLVBYioE?blocks=bliHMlxTWf3Xp3Uj6,,
Nona114,comodín,Miriam,Fuerza,Full Body,60,1/23/2021,https://airtable.com/tblnhWsiv31HIswwM/recnXvxOCWm1ODQPm?blocks=bliHMlxTWf3Xp3Uj6,,
Magdalena114,comodín (no la termino),Miriam,Fuerza,Full Body,60,1/23/2021,https://airtable.com/tblnhWsiv31HIswwM/rectx8EKgquhAubh4?blocks=bliHMlxTWf3Xp3Uj6,5,checked
Magdalena111,Full body ,Miriam,Fuerza,Full Body,60,1/18/2021,https://airtable.com/tblnhWsiv31HIswwM/recMqDHxJ1ECauATz?blocks=bliHMlxTWf3Xp3Uj6,5,checked
Magdalena112,Circuit training ,Miriam,Fuerza,Full Body,60,1/20/2021,https://airtable.com/tblnhWsiv31HIswwM/recH9IWsJ2cO5y82I?blocks=bliHMlxTWf3Xp3Uj6,5,checked
Magdalena113,Reto abdomen,Miriam,Fuerza,Full Body,60,1/22/2021,https://airtable.com/tblnhWsiv31HIswwM/recCaSnOC229Ia8ar?blocks=bliHMlxTWf3Xp3Uj6,5,checked
Lola Amores11,abs + legs,Miriam,Fuerza,Full Body,45,1/19/2021,https://airtable.com/tblnhWsiv31HIswwM/recNW6shlJU2jzzhV?blocks=bliHMlxTWf3Xp3Uj6,,
Lola Amores12,Full body resistencia,Miriam,Fuerza Resistencia,Full Body,45,1/21/2021,https://airtable.com/tblnhWsiv31HIswwM/rec6oNthiJGQ5stlJ?blocks=bliHMlxTWf3Xp3Uj6,,
Lola Amores13,circuito de entrenamiento,Miriam,Fuerza,Full Body,45,1/23/2021,https://airtable.com/tblnhWsiv31HIswwM/recVc2Qn8SoJVU9iF?blocks=bliHMlxTWf3Xp3Uj6,,
Angel171,Pecho,Oscar,Fuerza,Full Body,90,1/18/2021,https://airtable.com/tblnhWsiv31HIswwM/rec3HqBvibPl6GzAx?blocks=bliHMlxTWf3Xp3Uj6,5,checked
Angel172,Espalda,Oscar,Fuerza,Full Body,90,1/19/2021,https://airtable.com/tblnhWsiv31HIswwM/recmU0EAMk50mbrFF?blocks=bliHMlxTWf3Xp3Uj6,,
Angel173,Pierna,Oscar,Fuerza,Full Body,90,1/20/2021,https://airtable.com/tblnhWsiv31HIswwM/rec2PngJ2waMrly5f?blocks=bliHMlxTWf3Xp3Uj6,,
Angel174,Pecho,Oscar,Fuerza,Full Body,90,1/21/2021,https://airtable.com/tblnhWsiv31HIswwM/recGW5G7JcDiGwJCp?blocks=bliHMlxTWf3Xp3Uj6,,
Angel175,Repaso,Oscar,Fuerza,Full Body,90,1/22/2021,https://airtable.com/tblnhWsiv31HIswwM/recswEL14tbflpf9p?blocks=bliHMlxTWf3Xp3Uj6,,
Jose171,Poio,Oscar,Fuerza,Full Body,60,1/18/2021,https://airtable.com/tblnhWsiv31HIswwM/recC5drzXfh6U2q7z?blocks=bliHMlxTWf3Xp3Uj6,5,checked
Jose172,Combarro,Oscar,Running,Full Body,60,1/19/2021,https://airtable.com/tblnhWsiv31HIswwM/recpQofDw2IFFLni3?blocks=bliHMlxTWf3Xp3Uj6,,
Jose173,Marin,Oscar,Fuerza,Full Body,60,1/21/2021,https://airtable.com/tblnhWsiv31HIswwM/recXIujp1y8mqSh5q?blocks=bliHMlxTWf3Xp3Uj6,,
Jose174,Sanxenxo,Oscar,Fuerza,Full Body,60,1/22/2021,https://airtable.com/tblnhWsiv31HIswwM/rec5GO5cONJiS9Ji8?blocks=bliHMlxTWf3Xp3Uj6,,
Claudia21,Argüelles,Oscar,Fuerza,Full Body,60,1/18/2021,https://airtable.com/tblnhWsiv31HIswwM/rec57BNWHok5vK2Vj?blocks=bliHMlxTWf3Xp3Uj6,5,checked
Claudia22,Moncloa,Oscar,Running,Full Body,60,1/19/2021,https://airtable.com/tblnhWsiv31HIswwM/recvHbmpPz8kTkHVV?blocks=bliHMlxTWf3Xp3Uj6,7,checked
Claudia23,Malasaña,Oscar,Fuerza,Full Body,60,1/21/2021,https://airtable.com/tblnhWsiv31HIswwM/recfrFphhcTC1eKzq?blocks=bliHMlxTWf3Xp3Uj6,5,checked
Claudia24,Sol,Oscar,Fuerza,Full Body,60,1/22/2021,https://airtable.com/tblnhWsiv31HIswwM/recLfyNZQhrEYDVfK?blocks=bliHMlxTWf3Xp3Uj6,4,checked
Pablo121,A,Ken,Fuerza,Full Body,90,1/19/2021,https://airtable.com/tblnhWsiv31HIswwM/recC1hzQoBBURGBAd?blocks=bliHMlxTWf3Xp3Uj6,5,checked
Pablo122,B,Ken,Fuerza,Full Body,90,1/21/2021,https://airtable.com/tblnhWsiv31HIswwM/recvFA3QX2DDI9007?blocks=bliHMlxTWf3Xp3Uj6,5,checked
Pablo123,A,Ken,Fuerza,Full Body,90,1/24/2021,https://airtable.com/tblnhWsiv31HIswwM/rechwr9RgjeP27ZKf?blocks=bliHMlxTWf3Xp3Uj6,5,checked
Andres131,Celtics,Ken,Fuerza,Full Body,60,1/18/2021,https://airtable.com/tblnhWsiv31HIswwM/reclPIefOB5QJiUUO?blocks=bliHMlxTWf3Xp3Uj6,6,checked
Andres132,Rockets,Ken,Fuerza,Full Body,60,1/19/2021,https://airtable.com/tblnhWsiv31HIswwM/recdN6Tq1zIBDYbLH?blocks=bliHMlxTWf3Xp3Uj6,6,checked
Andres133,Portland,Ken,Running,Full Body,60,1/21/2021,https://airtable.com/tblnhWsiv31HIswwM/rec766CzGKqCQB2fn?blocks=bliHMlxTWf3Xp3Uj6,,
Andres134,Denver,Ken,Fuerza,Full Body,60,1/22/2021,https://airtable.com/tblnhWsiv31HIswwM/recrEs8JYy5bvJ3u6?blocks=bliHMlxTWf3Xp3Uj6,,
Jacobo11,TRX,Miriam,Fuerza,Full Body,60,1/22/2021,https://airtable.com/tblnhWsiv31HIswwM/rec0HAxb39fCgrPyx?blocks=bliHMlxTWf3Xp3Uj6,,
Jacobo12,Full body ,Miriam,Fuerza,Full Body,60,1/24/2021,https://airtable.com/tblnhWsiv31HIswwM/rec0f1bvC6BkKBfhW?blocks=bliHMlxTWf3Xp3Uj6,,
Miriam31,prueba,Miriam,Fuerza,Full Body,60,1/22/2021,https://airtable.com/tblnhWsiv31HIswwM/rec1QiKApwXGU143n?blocks=bliHMlxTWf3Xp3Uj6,5,checked
