workoutId,name,coach,type,zonas,duration,date,Sync,Feedback,completed
,,,,,,,https://airtable.com/tblnhWsiv31HIswwM/recySa5gr6xIsxHzj?blocks=bliHMlxTWf3Xp3Uj6,,
,,,,,,,https://airtable.com/tblnhWsiv31HIswwM/rec35lHB6ghQ8LxF5?blocks=bliHMlxTWf3Xp3Uj6,,
Andres191,Circuit Training,Javier,Fuerza,Full Body,60,3/1/2021,https://airtable.com/tblnhWsiv31HIswwM/recWHxfV4pkmNPUFZ?blocks=bliHMlxTWf3Xp3Uj6,,
Andres192,Circuit Training,Javier,Fuerza,Full Body,60,3/3/2021,https://airtable.com/tblnhWsiv31HIswwM/recYzRDcqIWoJ7Py4?blocks=bliHMlxTWf3Xp3Uj6,5,checked
Andres193,Circuit Training,Javier,Fuerza,Full Body,60,3/5/2021,https://airtable.com/tblnhWsiv31HIswwM/recondmQXWuFZWCAP?blocks=bliHMlxTWf3Xp3Uj6,,
Andres194,Carrera Intervalos,Javier,Running,Full Body,60,3/7/2021,https://airtable.com/tblnhWsiv31HIswwM/recqhmsmUKwoUfEal?blocks=bliHMlxTWf3Xp3Uj6,,
Andres201,Circuit Training,Javier,Fuerza,Full Body,60,3/8/2021,https://airtable.com/tblnhWsiv31HIswwM/reciGhm1ijykgApAB?blocks=bliHMlxTWf3Xp3Uj6,,
Andres202,Circuit Training,Javier,Fuerza,Full Body,60,3/10/2021,https://airtable.com/tblnhWsiv31HIswwM/recUsiHnWHWF81wCl?blocks=bliHMlxTWf3Xp3Uj6,3,checked
Andres203,Circuit Training,Javier,Fuerza,Full Body,60,3/12/2021,https://airtable.com/tblnhWsiv31HIswwM/recNR5rcokxufxL0N?blocks=bliHMlxTWf3Xp3Uj6,,
Andres204,Carrera Intervalos,Javier,Running,Full Body,60,3/14/2021,https://airtable.com/tblnhWsiv31HIswwM/reczPX00AQQpHid4F?blocks=bliHMlxTWf3Xp3Uj6,,
Andres211,Circuit Training,Javier,Fuerza,Full Body,60,3/15/2021,https://airtable.com/tblnhWsiv31HIswwM/recNBrNc6XLSMf1vV?blocks=bliHMlxTWf3Xp3Uj6,,
Andres212,Circuit Training,Javier,Fuerza,Full Body,60,3/17/2021,https://airtable.com/tblnhWsiv31HIswwM/recKH7MmgIa4AuFQH?blocks=bliHMlxTWf3Xp3Uj6,,
Andres213,Circuit Training,Javier,Fuerza,Full Body,60,3/19/2021,https://airtable.com/tblnhWsiv31HIswwM/recoDNHQFoYPMYqSb?blocks=bliHMlxTWf3Xp3Uj6,,
Andres214,Carrera Intervalos,Javier,Running,Full Body,60,3/21/2021,https://airtable.com/tblnhWsiv31HIswwM/rec0FA233xEaGr6R5?blocks=bliHMlxTWf3Xp3Uj6,,
Andres221,Circuit Training,Javier,Fuerza,Full Body,60,3/22/2021,https://airtable.com/tblnhWsiv31HIswwM/recJQh5ypiRwBBAqc?blocks=bliHMlxTWf3Xp3Uj6,,
Andres222,Circuit Training,Javier,Fuerza,Full Body,60,3/24/2021,https://airtable.com/tblnhWsiv31HIswwM/rec2WnDdUGp9whcwH?blocks=bliHMlxTWf3Xp3Uj6,,
Andres223,Circuit Training,Javier,Fuerza,Full Body,60,3/26/2021,https://airtable.com/tblnhWsiv31HIswwM/recW65EJyIu7cne1D?blocks=bliHMlxTWf3Xp3Uj6,,
Andres224,Carrera Intervalos,Javier,Running,Full Body,60,3/28/2021,https://airtable.com/tblnhWsiv31HIswwM/recf2fhfK79PeQOLr?blocks=bliHMlxTWf3Xp3Uj6,,
Andres231,Circuit Training,Javier,Fuerza,Full Body,60,3/29/2021,https://airtable.com/tblnhWsiv31HIswwM/recpRT47mA4khxxeq?blocks=bliHMlxTWf3Xp3Uj6,,
Andres232,Circuit Training,Javier,Fuerza,Full Body,60,3/31/2021,https://airtable.com/tblnhWsiv31HIswwM/recj245DrZzFwcYNX?blocks=bliHMlxTWf3Xp3Uj6,,
Andres233,Circuit Training,Javier,Fuerza,Full Body,60,4/2/2021,https://airtable.com/tblnhWsiv31HIswwM/rec8KdQ8iqh3EoQNl?blocks=bliHMlxTWf3Xp3Uj6,,
Andres234,Carrera Intervalos,Javier,Running,Full Body,60,4/4/2021,https://airtable.com/tblnhWsiv31HIswwM/recLxXuXSsMEWEUIB?blocks=bliHMlxTWf3Xp3Uj6,,
Andres241,Circuit Training,Javier,Fuerza,Full Body,60,4/5/2021,https://airtable.com/tblnhWsiv31HIswwM/recw6TRIAbp8wXmDW?blocks=bliHMlxTWf3Xp3Uj6,,
Andres242,Circuit Training,Javier,Fuerza,Full Body,60,4/7/2021,https://airtable.com/tblnhWsiv31HIswwM/recINiL07DraAbaQ4?blocks=bliHMlxTWf3Xp3Uj6,,
Andres243,Circuit Training,Javier,Fuerza,Full Body,60,4/9/2021,https://airtable.com/tblnhWsiv31HIswwM/rec7Nzf4Xz5PVKrTg?blocks=bliHMlxTWf3Xp3Uj6,,
Andres244,Carrera Intervalos,Javier,Running,Full Body,60,4/11/2021,https://airtable.com/tblnhWsiv31HIswwM/rec9JOIf4QeURFSyu?blocks=bliHMlxTWf3Xp3Uj6,,
Andres251,Circuit Training,Javier,Fuerza,Full Body,60,4/12/2021,https://airtable.com/tblnhWsiv31HIswwM/rec1nr6C4V34EFUCC?blocks=bliHMlxTWf3Xp3Uj6,,
Andres252,Circuit Training,Javier,Fuerza,Full Body,60,4/14/2021,https://airtable.com/tblnhWsiv31HIswwM/rechY8slTYILIkJXb?blocks=bliHMlxTWf3Xp3Uj6,,
Andres253,Circuit Training,Javier,Fuerza,Full Body,60,4/16/2021,https://airtable.com/tblnhWsiv31HIswwM/rec7W4ZBmbfq5oUbp?blocks=bliHMlxTWf3Xp3Uj6,,
Andres254,Carrera Intervalos,Javier,Running,Full Body,60,4/18/2021,https://airtable.com/tblnhWsiv31HIswwM/recibmNFEQCpN8JMj?blocks=bliHMlxTWf3Xp3Uj6,,
Andres261,Circuit Training,Javier,Fuerza,Full Body,60,4/19/2021,https://airtable.com/tblnhWsiv31HIswwM/reccWELtcqhNekJ3z?blocks=bliHMlxTWf3Xp3Uj6,,
Andres262,Circuit Training,Javier,Fuerza,Full Body,60,4/21/2021,https://airtable.com/tblnhWsiv31HIswwM/recsrnfrYnFO7s7Rr?blocks=bliHMlxTWf3Xp3Uj6,,
Andres263,Circuit Training,Javier,Fuerza,Full Body,60,4/23/2021,https://airtable.com/tblnhWsiv31HIswwM/recYI4GKDz5TdcenT?blocks=bliHMlxTWf3Xp3Uj6,,
Andres264,Carrera Intervalos,Javier,Running,Full Body,60,4/25/2021,https://airtable.com/tblnhWsiv31HIswwM/rec4rkbbolxRu6DuL?blocks=bliHMlxTWf3Xp3Uj6,,
Andres271,Circuit Training,Javier,Fuerza,Full Body,60,4/26/2021,https://airtable.com/tblnhWsiv31HIswwM/recCkNTXoCLchIrNV?blocks=bliHMlxTWf3Xp3Uj6,,
Andres272,Circuit Training,Javier,Fuerza,Full Body,60,4/28/2021,https://airtable.com/tblnhWsiv31HIswwM/rec34CxFtPPckKbhY?blocks=bliHMlxTWf3Xp3Uj6,,
Andres273,Circuit Training,Javier,Fuerza,Full Body,60,4/30/2021,https://airtable.com/tblnhWsiv31HIswwM/rec8de3E7yzYhXDXb?blocks=bliHMlxTWf3Xp3Uj6,,
Andres274,Carrera Intervalos,Javier,Running,Full Body,60,5/2/2021,https://airtable.com/tblnhWsiv31HIswwM/recwTViKRtb9OdP1T?blocks=bliHMlxTWf3Xp3Uj6,,
Andres281,Circuit Training,Javier,Fuerza,Full Body,60,5/4/2021,https://airtable.com/tblnhWsiv31HIswwM/rec86aQe37ezRX30M?blocks=bliHMlxTWf3Xp3Uj6,,
Andres282,Circuit Training,Javier,Fuerza,Full Body,60,5/5/2021,https://airtable.com/tblnhWsiv31HIswwM/recAXomYvBHAulKbt?blocks=bliHMlxTWf3Xp3Uj6,,
Andres283,Circuit Training,Javier,Fuerza,Full Body,60,5/7/2021,https://airtable.com/tblnhWsiv31HIswwM/recck9EXJaAzWDicw?blocks=bliHMlxTWf3Xp3Uj6,,
Andres284,Carrera Intervalos,Javier,Running,Full Body,60,5/9/2021,https://airtable.com/tblnhWsiv31HIswwM/rec7vKSbs4UspmYjQ?blocks=bliHMlxTWf3Xp3Uj6,,
Andres291,Circuit Training,Javier,Fuerza,Full Body,60,5/11/2021,https://airtable.com/tblnhWsiv31HIswwM/receqcligvkKLVhPh?blocks=bliHMlxTWf3Xp3Uj6,,
Andres292,Circuit Training,Javier,Fuerza,Full Body,60,5/13/2021,https://airtable.com/tblnhWsiv31HIswwM/rec2hekv7fLOvwJzb?blocks=bliHMlxTWf3Xp3Uj6,,
Andres293,Circuit Training,Javier,Fuerza,Full Body,60,5/14/2021,https://airtable.com/tblnhWsiv31HIswwM/recepNHuDYLnzaEg0?blocks=bliHMlxTWf3Xp3Uj6,,
Andres294,Carrera Intervalos,Javier,Running,Full Body,60,5/16/2021,https://airtable.com/tblnhWsiv31HIswwM/rec4GeqnOI7iriYSi?blocks=bliHMlxTWf3Xp3Uj6,,
Andres301,Circuit Training,Javier,Fuerza,Full Body,60,5/18/2021,https://airtable.com/tblnhWsiv31HIswwM/rectTAVPYQf2fID2V?blocks=bliHMlxTWf3Xp3Uj6,,
Andres302,Circuit Training,Javier,Fuerza,Full Body,60,5/20/2021,https://airtable.com/tblnhWsiv31HIswwM/recYaAX85qmK7ifrV?blocks=bliHMlxTWf3Xp3Uj6,,
Andres303,Circuit Training,Javier,Fuerza,Full Body,60,5/21/2021,https://airtable.com/tblnhWsiv31HIswwM/rec4IhlbgPtwmrrdZ?blocks=bliHMlxTWf3Xp3Uj6,,
Andres304,Carrera Intervalos,Javier,Running,Full Body,60,5/23/2021,https://airtable.com/tblnhWsiv31HIswwM/recHXTXltpBLxBS6c?blocks=bliHMlxTWf3Xp3Uj6,,
Andres311,Circuit Training,Javier,Fuerza,Full Body,60,5/25/2021,https://airtable.com/tblnhWsiv31HIswwM/rec95xmBgD0ULxCM9?blocks=bliHMlxTWf3Xp3Uj6,,
Andres312,Circuit Training,Javier,Fuerza,Full Body,60,5/27/2021,https://airtable.com/tblnhWsiv31HIswwM/recyW7Px3hcsUIPP4?blocks=bliHMlxTWf3Xp3Uj6,,
Andres313,Circuit Training,Javier,Fuerza,Full Body,60,5/28/2021,https://airtable.com/tblnhWsiv31HIswwM/recur3SGCvmRG2u4F?blocks=bliHMlxTWf3Xp3Uj6,,
Andres314,Carrera Intervalos,Javier,Running,Full Body,60,5/30/2021,https://airtable.com/tblnhWsiv31HIswwM/recjM9IIGlQHcqDRY?blocks=bliHMlxTWf3Xp3Uj6,,
,,,,,,,https://airtable.com/tblnhWsiv31HIswwM/rec6Jl3hEDNcFYSmf?blocks=bliHMlxTWf3Xp3Uj6,,
,,,,,,,https://airtable.com/tblnhWsiv31HIswwM/recKZds6vcEJTxQkK?blocks=bliHMlxTWf3Xp3Uj6,,
Juan11,Circuit Training,Javier,Fuerza,Full Body,60,3/3/2021,https://airtable.com/tblnhWsiv31HIswwM/recRZQ5T5EmcZE5Ka?blocks=bliHMlxTWf3Xp3Uj6,,
Juan12,Carrera Intervalos,Javier,Running,Full Body,60,3/5/2021,https://airtable.com/tblnhWsiv31HIswwM/recDbp4DfJW8h0E3v?blocks=bliHMlxTWf3Xp3Uj6,,
Juan161,Circuit Training,Javier,Fuerza,Full Body,60,3/8/2021,https://airtable.com/tblnhWsiv31HIswwM/rec1T7w8HjVPKHcKj?blocks=bliHMlxTWf3Xp3Uj6,7,checked
Juan162,Circuit Training,Javier,Fuerza,Full Body,60,3/10/2021,https://airtable.com/tblnhWsiv31HIswwM/recBThh7IoHBZhRSc?blocks=bliHMlxTWf3Xp3Uj6,,
Juan163,Circuit Training,Javier,Fuerza,Full Body,60,3/11/2021,https://airtable.com/tblnhWsiv31HIswwM/recxP3HxWZVjxKl2s?blocks=bliHMlxTWf3Xp3Uj6,,
Juan164,Circuit Training,Javier,Fuerza,Full Body,60,3/12/2021,https://airtable.com/tblnhWsiv31HIswwM/reccabsmJ1gb30zpk?blocks=bliHMlxTWf3Xp3Uj6,,
Juan165,Carrera Uniforme,Javier,Running,Full Body,60,3/14/2021,https://airtable.com/tblnhWsiv31HIswwM/rec7EsUKt3daRs7v1?blocks=bliHMlxTWf3Xp3Uj6,,
Juan171,Circuit Training,Javier,Fuerza,Full Body,60,3/15/2021,https://airtable.com/tblnhWsiv31HIswwM/rec7LLm9fbiKPIici?blocks=bliHMlxTWf3Xp3Uj6,,
Juan172,Carrera Intervalos,Javier,Running,Full Body,60,3/16/2021,https://airtable.com/tblnhWsiv31HIswwM/recSF7fOiBniXHnEo?blocks=bliHMlxTWf3Xp3Uj6,,
Juan173,Circuit Training,Javier,Fuerza,Full Body,60,3/18/2021,https://airtable.com/tblnhWsiv31HIswwM/recjajk1eBpyyZ1sm?blocks=bliHMlxTWf3Xp3Uj6,,
Juan174,Circuit Training,Javier,Fuerza,Full Body,60,3/19/2021,https://airtable.com/tblnhWsiv31HIswwM/recixakjbSwSHiy2a?blocks=bliHMlxTWf3Xp3Uj6,,
Juan175,Carrera Uniforme,Javier,Running,Full Body,60,3/21/2021,https://airtable.com/tblnhWsiv31HIswwM/recnyPlNlUqiB3zKd?blocks=bliHMlxTWf3Xp3Uj6,,
Juan181,Circuit Training,Javier,Fuerza,Full Body,60,3/22/2021,https://airtable.com/tblnhWsiv31HIswwM/recZO1egVIQqauKKM?blocks=bliHMlxTWf3Xp3Uj6,,
Juan182,Carrera Intervalos,Javier,Running,Full Body,60,3/23/2021,https://airtable.com/tblnhWsiv31HIswwM/recAuc0cg1MmDhRlS?blocks=bliHMlxTWf3Xp3Uj6,,
Juan183,Circuit Training,Javier,Fuerza,Full Body,60,3/25/2021,https://airtable.com/tblnhWsiv31HIswwM/recrheqSjkcWYQgJ0?blocks=bliHMlxTWf3Xp3Uj6,,
Juan184,Circuit Training,Javier,Fuerza,Full Body,60,3/26/2021,https://airtable.com/tblnhWsiv31HIswwM/recDftJGxLtKcO8Tt?blocks=bliHMlxTWf3Xp3Uj6,,
Juan185,Carrera Uniforme,Javier,Running,Full Body,60,3/27/2021,https://airtable.com/tblnhWsiv31HIswwM/recQbQaWx1DWPnT36?blocks=bliHMlxTWf3Xp3Uj6,,
Juan191,Circuit Training,Javier,Fuerza,Full Body,60,3/29/2021,https://airtable.com/tblnhWsiv31HIswwM/recgsMVZ1G6HtiRbP?blocks=bliHMlxTWf3Xp3Uj6,,
Juan192,Carrera Intervalos,Javier,Running,Full Body,60,3/30/2021,https://airtable.com/tblnhWsiv31HIswwM/recGNoHjl05Gejnj3?blocks=bliHMlxTWf3Xp3Uj6,,
Juan193,Circuit Training,Javier,Fuerza,Full Body,60,4/1/2021,https://airtable.com/tblnhWsiv31HIswwM/recA0iQqDQU4ETuhP?blocks=bliHMlxTWf3Xp3Uj6,,
Juan194,Circuit Training,Javier,Fuerza,Full Body,60,4/2/2021,https://airtable.com/tblnhWsiv31HIswwM/rec9VVOodige8SKNG?blocks=bliHMlxTWf3Xp3Uj6,,
Juan195,Carrera Uniforme,Javier,Running,Full Body,60,4/4/2021,https://airtable.com/tblnhWsiv31HIswwM/recc8vgEJJ3SeZ85o?blocks=bliHMlxTWf3Xp3Uj6,,
Juan201,Circuit Training,Javier,Fuerza,Full Body,60,4/5/2021,https://airtable.com/tblnhWsiv31HIswwM/rec6I7THZ5PZbAxxh?blocks=bliHMlxTWf3Xp3Uj6,,
Juan202,Carrera Intervalos,Javier,Running,Full Body,60,4/6/2021,https://airtable.com/tblnhWsiv31HIswwM/recov4WnAOmMtXyPi?blocks=bliHMlxTWf3Xp3Uj6,,
Juan203,Circuit Training,Javier,Fuerza,Full Body,60,4/8/2021,https://airtable.com/tblnhWsiv31HIswwM/recZ1SKfBjEJc3woX?blocks=bliHMlxTWf3Xp3Uj6,,
Juan204,Circuit Training,Javier,Fuerza,Full Body,60,4/9/2021,https://airtable.com/tblnhWsiv31HIswwM/recO02oyyVdi03hGE?blocks=bliHMlxTWf3Xp3Uj6,,
Juan205,Carrera Uniforme,Javier,Running,Full Body,60,4/10/2021,https://airtable.com/tblnhWsiv31HIswwM/recjH1YThCP0GGKS9?blocks=bliHMlxTWf3Xp3Uj6,,
Juan211,Circuit Training,Javier,Fuerza,Full Body,60,4/12/2021,https://airtable.com/tblnhWsiv31HIswwM/recaQAS6WcrbsOK2u?blocks=bliHMlxTWf3Xp3Uj6,,
Juan212,Carrera Intervalos,Javier,Running,Full Body,60,4/13/2021,https://airtable.com/tblnhWsiv31HIswwM/rec3wEalsitDCo4uT?blocks=bliHMlxTWf3Xp3Uj6,,
Juan213,Circuit Training,Javier,Fuerza,Full Body,60,4/15/2021,https://airtable.com/tblnhWsiv31HIswwM/reciXJKrlowdROvo8?blocks=bliHMlxTWf3Xp3Uj6,,
Juan214,Circuit Training,Javier,Fuerza,Full Body,60,4/16/2021,https://airtable.com/tblnhWsiv31HIswwM/rec21AT8QlIwrM1P1?blocks=bliHMlxTWf3Xp3Uj6,,
Juan215,Carrera Uniforme,Javier,Running,Full Body,60,4/18/2021,https://airtable.com/tblnhWsiv31HIswwM/recw8i5ha9nHXAnTw?blocks=bliHMlxTWf3Xp3Uj6,,
Juan221,Circuit Training,Javier,Fuerza,Full Body,60,4/19/2021,https://airtable.com/tblnhWsiv31HIswwM/recAFaC6scnOb2c4g?blocks=bliHMlxTWf3Xp3Uj6,,
Juan222,Carrera Intervalos,Javier,Running,Full Body,60,4/20/2021,https://airtable.com/tblnhWsiv31HIswwM/rechm3JyfQO6eaPpt?blocks=bliHMlxTWf3Xp3Uj6,,
Juan223,Circuit Training,Javier,Fuerza,Full Body,60,4/22/2021,https://airtable.com/tblnhWsiv31HIswwM/recf8sJo60Vxp7P9i?blocks=bliHMlxTWf3Xp3Uj6,,
Juan224,Circuit Training,Javier,Fuerza,Full Body,60,4/23/2021,https://airtable.com/tblnhWsiv31HIswwM/rec2CW135wVasSfxY?blocks=bliHMlxTWf3Xp3Uj6,,
Juan225,Carrera Uniforme,Javier,Running,Full Body,60,4/25/2021,https://airtable.com/tblnhWsiv31HIswwM/recIgxzw67JUTI8GB?blocks=bliHMlxTWf3Xp3Uj6,,
Juan231,Circuit Training,Javier,Fuerza,Full Body,60,4/27/2021,https://airtable.com/tblnhWsiv31HIswwM/rec7MDBgYXuWjU2mL?blocks=bliHMlxTWf3Xp3Uj6,,
Juan232,Carrera Intervalos,Javier,Running,Full Body,60,4/28/2021,https://airtable.com/tblnhWsiv31HIswwM/rechrSv4uQe3lQa5C?blocks=bliHMlxTWf3Xp3Uj6,,
Juan233,Circuit Training,Javier,Fuerza,Full Body,60,4/29/2021,https://airtable.com/tblnhWsiv31HIswwM/recWrciV0amgRA0P3?blocks=bliHMlxTWf3Xp3Uj6,,
Juan234,Circuit Training,Javier,Fuerza,Full Body,60,4/30/2021,https://airtable.com/tblnhWsiv31HIswwM/recNQdSfmSLBMCxJ9?blocks=bliHMlxTWf3Xp3Uj6,,
Juan235,Carrera Uniforme,Javier,Running,Full Body,60,5/2/2021,https://airtable.com/tblnhWsiv31HIswwM/recEi1Cuv67AONV2x?blocks=bliHMlxTWf3Xp3Uj6,,
,,,,,,,https://airtable.com/tblnhWsiv31HIswwM/recsVKC8RMHIB1ny6?blocks=bliHMlxTWf3Xp3Uj6,,
,,,,,,,https://airtable.com/tblnhWsiv31HIswwM/recrK9Oob4GEL3rFX?blocks=bliHMlxTWf3Xp3Uj6,,
Alberto11,RODILLO PROG. 1.,Javier,Cardio,Full Body,60,3/5/2021,https://airtable.com/tblnhWsiv31HIswwM/recpymtTmnn6MD8zh?blocks=bliHMlxTWf3Xp3Uj6,5,checked
Alberto12,Circuit Training,Javier,Fuerza,Full Body,60,3/7/2021,https://airtable.com/tblnhWsiv31HIswwM/recPfTqVdgSiVdm4b?blocks=bliHMlxTWf3Xp3Uj6,5,checked
Alberto21,RODILLO VAR. 1. ,Javier,Cardio,Full Body,60,3/8/2021,https://airtable.com/tblnhWsiv31HIswwM/recKjhd0ikGoZdsu1?blocks=bliHMlxTWf3Xp3Uj6,5,checked
Alberto22,Circuit Training,Javier,Fuerza,Full Body,60,3/10/2021,https://airtable.com/tblnhWsiv31HIswwM/reccVV17JQvjgYaym?blocks=bliHMlxTWf3Xp3Uj6,5,checked
Alberto23,RODILLO UNIF. 1.,Javier,Cardio,Full Body,60,3/12/2021,https://airtable.com/tblnhWsiv31HIswwM/recSrxn3kxttXzBMH?blocks=bliHMlxTWf3Xp3Uj6,5,checked
Alberto24,RUTA,Javier,Cardio,Full Body,120,3/14/2021,https://airtable.com/tblnhWsiv31HIswwM/recYQSYFpcbjjDKUG?blocks=bliHMlxTWf3Xp3Uj6,,
Alberto31,RODILLO VAR. 2. ,Javier,Cardio,Full Body,60,3/16/2021,https://airtable.com/tblnhWsiv31HIswwM/recpknjG26vYkmZT0?blocks=bliHMlxTWf3Xp3Uj6,5,checked
Alberto32,Circuit Training,Javier,Fuerza,Full Body,60,3/17/2021,https://airtable.com/tblnhWsiv31HIswwM/recYQS9Z0QBqv3xfl?blocks=bliHMlxTWf3Xp3Uj6,,
Alberto33,RODILLO FUERZA 1. ,Javier,Cardio,Full Body,60,3/19/2021,https://airtable.com/tblnhWsiv31HIswwM/rec7RQZGcwUeDCPT7?blocks=bliHMlxTWf3Xp3Uj6,,
Alberto34,RUTA,Javier,Cardio,Full Body,120,3/21/2021,https://airtable.com/tblnhWsiv31HIswwM/recSNSMw78ZI3fFFg?blocks=bliHMlxTWf3Xp3Uj6,,
Alberto41,RODILLO VAR. 2. ,Javier,Cardio,Full Body,60,3/23/2021,https://airtable.com/tblnhWsiv31HIswwM/rechYk3lYDQNca8Jf?blocks=bliHMlxTWf3Xp3Uj6,5,checked
Alberto42,Circuit Training,Javier,Fuerza,Full Body,60,3/24/2021,https://airtable.com/tblnhWsiv31HIswwM/recaC4aPWxSwNeyJW?blocks=bliHMlxTWf3Xp3Uj6,3,checked
Alberto43,RODILLO FUERZA 1. ,Javier,Cardio,Full Body,60,3/26/2021,https://airtable.com/tblnhWsiv31HIswwM/recB5laASQBUW5AE5?blocks=bliHMlxTWf3Xp3Uj6,6,checked
Alberto44,RUTA,Javier,Cardio,Full Body,120,3/27/2021,https://airtable.com/tblnhWsiv31HIswwM/rec2rnjZrgAl1d2Q9?blocks=bliHMlxTWf3Xp3Uj6,,
Alberto51,RODILLO VAR. 2. ,Javier,Cardio,Full Body,60,3/29/2021,https://airtable.com/tblnhWsiv31HIswwM/reczkcmgyUlcylKbe?blocks=bliHMlxTWf3Xp3Uj6,5,checked
Alberto52,Circuit Training,Javier,Fuerza,Full Body,60,3/31/2021,https://airtable.com/tblnhWsiv31HIswwM/recusDnsge3J9C8gt?blocks=bliHMlxTWf3Xp3Uj6,,
Alberto53,RODILLO INTENSO 1. ,Javier,Cardio,Full Body,60,4/1/2021,https://airtable.com/tblnhWsiv31HIswwM/recE93h764n16D8EQ?blocks=bliHMlxTWf3Xp3Uj6,,
Alberto54,RUTA,Javier,Cardio,Full Body,120,4/3/2021,https://airtable.com/tblnhWsiv31HIswwM/recQNdGmxygL6tYsC?blocks=bliHMlxTWf3Xp3Uj6,,
Alberto61,RODILLO VAR. 2. ,Javier,Cardio,Full Body,60,4/5/2021,https://airtable.com/tblnhWsiv31HIswwM/recLyX3DizTQ6w1BG?blocks=bliHMlxTWf3Xp3Uj6,,
Alberto62,Circuit Training,Javier,Fuerza,Full Body,60,4/7/2021,https://airtable.com/tblnhWsiv31HIswwM/reccKRrmGcuBz9Io5?blocks=bliHMlxTWf3Xp3Uj6,,
Alberto63,RODILLO INTENSO 1. ,Javier,Cardio,Full Body,60,4/9/2021,https://airtable.com/tblnhWsiv31HIswwM/recciUIu9Mi7vZ1id?blocks=bliHMlxTWf3Xp3Uj6,,
Alberto64,RUTA,Javier,Cardio,Full Body,120,4/11/2021,https://airtable.com/tblnhWsiv31HIswwM/rec87KmjP9O2FHLdq?blocks=bliHMlxTWf3Xp3Uj6,,
,,,,,,,https://airtable.com/tblnhWsiv31HIswwM/recN2BT8dD0BV1QD2?blocks=bliHMlxTWf3Xp3Uj6,,
,,,,,,,https://airtable.com/tblnhWsiv31HIswwM/recCtjjVxlK0UXf2R?blocks=bliHMlxTWf3Xp3Uj6,,
AlfonsoP11,Circuit Training,Javier,Fuerza,Full Body,60,3/22/2021,https://airtable.com/tblnhWsiv31HIswwM/recemWiqgL82em0s4?blocks=bliHMlxTWf3Xp3Uj6,,
AlfonsoP12,Circuit Training,Javier,Fuerza,Full Body,60,3/24/2021,https://airtable.com/tblnhWsiv31HIswwM/recMvNdnD7Axe3pmD?blocks=bliHMlxTWf3Xp3Uj6,,
AlfonsoP13,Circuit Training,Javier,Fuerza,Full Body,60,3/26/2021,https://airtable.com/tblnhWsiv31HIswwM/recjTzYl2fwucdQhJ?blocks=bliHMlxTWf3Xp3Uj6,5,checked
AlfonsoP14,Carrera Intervalos,Javier,Running,Full Body,60,3/28/2021,https://airtable.com/tblnhWsiv31HIswwM/rec94wJGmx0cyU0Fv?blocks=bliHMlxTWf3Xp3Uj6,5,checked
AlfonsoP21,Circuit Training,Javier,Fuerza,Full Body,60,3/29/2021,https://airtable.com/tblnhWsiv31HIswwM/rec8XUMRcMjyHDkaq?blocks=bliHMlxTWf3Xp3Uj6,3,checked
AlfonsoP22,Circuit Training,Javier,Fuerza,Full Body,60,3/31/2021,https://airtable.com/tblnhWsiv31HIswwM/recJ1RcoS3uU6giPh?blocks=bliHMlxTWf3Xp3Uj6,,
AlfonsoP23,Circuit Training,Javier,Fuerza,Full Body,60,4/2/2021,https://airtable.com/tblnhWsiv31HIswwM/recHAMMhRXLmoAClt?blocks=bliHMlxTWf3Xp3Uj6,3,checked
AlfonsoP24,Carrera Intervalos,Javier,Running,Full Body,60,4/4/2021,https://airtable.com/tblnhWsiv31HIswwM/recrhyiai0aOAMAI8?blocks=bliHMlxTWf3Xp3Uj6,,
AlfonsoP31,Circuit Training,Javier,Fuerza,Full Body,60,4/5/2021,https://airtable.com/tblnhWsiv31HIswwM/recakBpzHvV0nMzVZ?blocks=bliHMlxTWf3Xp3Uj6,4,checked
AlfonsoP32,Circuit Training,Javier,Fuerza,Full Body,60,4/7/2021,https://airtable.com/tblnhWsiv31HIswwM/rec1AFcs8DhYXEHk4?blocks=bliHMlxTWf3Xp3Uj6,5,checked
AlfonsoP33,Circuit Training,Javier,Fuerza,Full Body,60,4/9/2021,https://airtable.com/tblnhWsiv31HIswwM/recCllzjstuLUomD4?blocks=bliHMlxTWf3Xp3Uj6,4,checked
AlfonsoP34,Carrera Intervalos,Javier,Running,Full Body,60,4/11/2021,https://airtable.com/tblnhWsiv31HIswwM/recSR3WPWkpTJAWul?blocks=bliHMlxTWf3Xp3Uj6,5,checked
AlfonsoP41,Circuit Training,Javier,Fuerza,Full Body,60,4/12/2021,https://airtable.com/tblnhWsiv31HIswwM/recaKyy5fjfH1qOMS?blocks=bliHMlxTWf3Xp3Uj6,5,checked
AlfonsoP42,Circuit Training,Javier,Fuerza,Full Body,60,4/14/2021,https://airtable.com/tblnhWsiv31HIswwM/recxzW8JSEU9MsRY2?blocks=bliHMlxTWf3Xp3Uj6,5,checked
AlfonsoP43,Circuit Training,Javier,Fuerza,Full Body,60,4/16/2021,https://airtable.com/tblnhWsiv31HIswwM/rechDpjk8ZkVMW1jZ?blocks=bliHMlxTWf3Xp3Uj6,4,checked
AlfonsoP44,Carrera Intervalos,Javier,Running,Full Body,60,4/18/2021,https://airtable.com/tblnhWsiv31HIswwM/recBOxjAOSKPSPYXQ?blocks=bliHMlxTWf3Xp3Uj6,6,checked
